add-yield-none,8,1000,16000,2377032,148,100
add-yield-none,8,10000,160000,21801077,136,-91
add-yield-none,8,100000,1600000,215559868,134,-13482
add-yield-none,12,10,240,657943,2741,1
add-yield-none,12,20,480,447445,932,115
add-yield-none,12,40,960,726842,757,150
add-yield-none,12,80,1920,534471,278,77
add-yield-none,12,100,2400,571603,238,222
add-yield-none,12,1000,24000,2937070,122,54
add-yield-none,12,10000,240000,23816269,99,398
add-yield-none,12,100000,2400000,254007797,105,2129
add-yield-m,2,10000,40000,3896878,97,0
add-yield-m,4,10000,80000,12678795,158,0
add-yield-m,8,10000,160000,38047030,237,0
add-yield-m,12,10000,240000,53842319,224,0
add-yield-c,2,10000,40000,35323962,883,0
add-yield-c,4,10000,80000,74359908,929,0
add-yield-c,8,10000,160000,155840731,974,0
add-yield-c,12,10000,240000,243681390,1015,0
add-yield-s,2,1000,4000,3869603,967,0
add-yield-s,4,1000,8000,9251860,1156,0
add-yield-s,8,1000,16000,15979975,998,0
add-yield-s,12,1000,24000,25717910,1071,0
add-none,1,10000,20000,285658,14,0
add-none,2,10000,40000,527983,13,6635
add-none,4,10000,80000,1090158,13,-3644
add-none,8,10000,160000,1935946,12,2712
add-m,1,10000,20000,809277,40,0
add-m,2,10000,40000,6515567,162,0
add-m,4,10000,80000,12955811,161,0
add-m,8,10000,160000,35957632,224,0
add-m,12,10000,240000,56035326,233,0
add-s,1,10000,20000,421131,21,0
add-s,2,10000,40000,2952663,73,0
add-s,4,10000,80000,9069173,113,0
add-s,8,10000,160000,36563880,228,0
add-s,12,10000,240000,60267190,251,0
add-c,1,10000,20000,615508,30,0
add-c,2,10000,40000,2071886,51,0
add-c,4,10000,80000,5612237,70,0
add-c,8,10000,160000,12594466,78,0
add-c,12,10000,240000,23815141,99,0
